,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
803,44906,"Heym, Georg_UNTITLED_1899","Heym, Georg",UNTITLED,1899,"Die Masten ragen an dem grauen Wall Wie ein verbrannter Wald ins frühe Rot, So schwarz wie Schlacke. Wo das Wasser tot Zu Speichern stiert, die morsch und im Verfall.Dumpf tönt der Schall, da wiederkehrt die Flut, Den Kai entlang. Der Stadtnacht Spülicht treibt Wie eine weiße Haut im Strom und reibt Sich an dem Dampfer, der im Docke ruht.Staub, Obst, Papier, in einer dicken Schicht, So treibt der Kot aus seinen Röhren ganz. Ein weißes Tanzkleid kommt, in fettem Glanz Ein nackter Hals und bleiweiß ein Gesicht.Die Leiche wälzt sich ganz heraus. Es bläht Das Kleid sich wie ein weißes Schiff im Wind. Die toten Augen starren groß und blind Zum Himmel, der voll rosa Wolken steht.Das lila Wasser bebt von kleiner Welle. – Der Wasserratten Fährte, die bemannen Das weiße Schiff. Nun treibt es stolz von dannen, Voll grauer Köpfe und voll schwarzer Felle.Die Tote segelt froh hinaus, gerissen Von Wind und Flut. Ihr dicker Bauch entragt Dem Wasser groß, zerhöhlt und fast zernagt. Wie eine Grotte dröhnt er von den Bissen.Sie treibt ins Meer. Ihr salutiert Neptun Von einem Wrack, da sie das Meer verschlingt, Darinnen sie zur grünen Tiefe sinkt, Im Arm der feisten Kraken auszuruhn.",229,Jahrhundertwende,Expressionismus
707,12757,"Lichtenstein, Alfred_Die Operation_1912","Lichtenstein, Alfred",Die Operation,1912,"Im Sonnenlicht zerreißen Ärzte eine Frau. Hier klafft der offne rote Leib. Und schweres Blut Fließt, dunkler Wein, in einen weißen Napf. Recht gut Sieht man die rosarote Cyste. Bleiern grauHängt tief herab der schlaffe Kopf. Der hohle Mund Wirft Röcheln aus. Hoch ragt das gelblich spitze Kinn. Der Saal glänzt kühl und freundlich. Eine Pflegerin Genießt sehr innig sehr viel Wurst im Hintergrund.",75,Expressionismus,Expressionismus
219,26105,Klabund_Föhnlied_1909,Klabund,Föhnlied,1909,"Der Föhn braust brodelnd durch das Land, Hat Bäume knackend umgerannt, Nie hört ich einen tollern Lärm. Der See zischt weißlich auf, Der Hahn singt auf des Kirchturms Knauf, Dumpf die Lawinen kollern.Laß Haus und Mann und Kind in Ruh. Der Föhn ist wie mein Odem, Du, Weib, wirf mich auf den Boden!Der Sturm schweißt uns zu einem Sein Und mischt uns mit den Wettern. Im Nächtegraus, im Morgenschein Wird zwei zu eins und eins zu zwein Den Nebelberg erklettern.",94,Jahrhundertwende,Expressionismus
214,44959,"Heym, Georg_Die Stadt der Qual_1899","Heym, Georg",Die Stadt der Qual,1899,"Ich bin in Wüsten eine große Stadt Hinter der Nacht und toten Meeren weit. In meinen Gassen herrscht stets wilder Zank Geraufter Bärte. Ewig DunkelheitHängt über mir wie eines Tieres Haut. Ein roter Turm nur flackert in den Raum. Ein Feuer braust und wirft den Schein von Blut Wie einen Keil auf schwarzer Köpfe Schaum.Der Geißeln Hyder bäumt in hoher Faust. In jedem Dunkel werden Schwerter bloß. Und auf den Toten finstrer Winkel hockt Ein Volk von bleichen Narren, kettenlos.Der Hunger warf Gerippe auf mich hin. Der Brunnen Röhren waren alle leer; Mit langen Zungen hingen sie darin, Blutig und rauh. Doch kam kein Tropfen mehr.Und gelbe Seuchen blies ich über mich. Die Leichenzüge gingen auf mir her, Ameisen gleich mit einem kleinen Sarg, Und winzige Pfeiferleute bliesen quer.Altäre wurden prächtig mir gebaut Und sanken nachts in wildem Loderschein. Im Dunkel war der Mord. Und lag das Blut Rostfarbner Mantel auf der Treppen Stein.Asche war auf der Völker Haupt gestreut, Zerfetzt verflog ihr hären Kleid wie Rauch. So saßen sie wie kleine Kinder nachts In tauber Angst auf meinem großen Bauch.Ich bin der Leib voll ausgehöhlter Qual. In meinen Achseln rotes Feuer hängt. Ich bäume mich, und schreie manchmal laut, In schwarzer Himmel Grabe ausgerenkt.",228,Jahrhundertwende,Expressionismus
660,10212,"Weissmann, Maria Luise_Sonett_1914","Weissmann, Maria Luise",Sonett,1914,"So bin ich nun verführt von jedem Schatten, Der niederglitt aus eines Vogels Flug, Als träfe mich mit tödlichem Ermatten Dein Wimpernaufschlag. In dem wilden ZugDes Windes rührt mich deine harte Hand Sehnsüchtig an, im Schilfe rauscht dein Haar, Dem Stundenschlag, wie er verzitternd schwand, Glich oft dein Lächeln, fern und unhaltbar.Auch, wenn du weintest, wär im Niederregnen Noch deine Träne – ach ich müßte dir Selbst wo du niemals gingest, noch begegnen",84,Expressionismus,Expressionismus
923,10198,"Weissmann, Maria Luise_Der Einsiedler_1914","Weissmann, Maria Luise",Der Einsiedler,1914,"Er hatte seit Jahren nicht mehr gesät Verstreut noch reifte ihm das Getreide Zuletzt ließ er den Hafer ungemäht Sein Pferd verlor sich auf der Weide.Er brach eine Zeit noch Beeren vom Ast Als müßte er einen Hunger stillen, Dann vergaß er auch diese letzte Last Um seiner tieferen Ruhe willen.Er saß vor der Hütte bei Tag und Nacht Die Hütte verfiel in Wind und Regen Allmählich wuchsen die Gräser sacht Seinen Füßen und Knien entgegenUnd wuchsen langsam durch seine Hand. Er ward wie ein Sieb, ohne Außen und Innen. Gleichmäßig und ganz ohne Widerstand Konnten die Jahre durch ihn rinnen.",106,Expressionismus,Expressionismus
688,16679,"Engelke, Gerrit_UNTITLED_1914","Engelke, Gerrit",UNTITLED,1914,"Und grüne Sommerwälder sausen her – Und Menschheit wimmelt froh in Wegen – Wolken baden tief im Blau – Alles, alles mir entgegen! Sonnevoll, strombeklommen – Ach Ich!Mir schaukelt Leben zu vom Strand, vom Kahn – Zu mir kommt Fluß, und Fluß und See und Meer – Schiffsgewimmel – Qualmhäfen – Ozean – Immer mehr, immer mehr! O' Ich! O Ich!Und Nordlandküsten – Südseepalmenwälder – Und Sternschwärme – Indiens Wunderstädte – Und tausend Lichter aus der Welt Taumeln, rauschen in ungeheurem wilden Wirbel In eine weite Seele! Ich! Ich!Meine Blicke sind Sterne – Flut braust im Ohr! Und eine Seele glüht weltdurchströmt und dröhnt Und kann nicht dämpfen den rasenden Chor – Ich berste – ersticke – blicke Hoch:Der du Alles ins Dasein reißt, Löse, dunkel durchschwingender Lebensgeist, Aus dem lähmenden Drange zu metallischem Klang, Aus dem chaotischen Orgeln zum Weltgesang Die lebensbestürzte Seele Für Alles und Alle!",174,Expressionismus,Expressionismus
848,12790,"Lichtenstein, Alfred_Mein Ende_1911","Lichtenstein, Alfred",Mein Ende,1911,Halbe Hände halten mein Schicksal. Wo wird es sinken ... Meine Schritte sind winzig wie die Schritte von Fraun.Ein Abend hat alle Träume verwüstet. Kein Schlaf fällt mir ein –,32,Expressionismus,Expressionismus
921,26401,Klabund_Das Meer_1909,Klabund,Das Meer,1909,"Ich schwelle in meiner Flut über die Erde. Es wirft meine wilde Welle Tang an den Strand, Muscheln, violette Quallen und kleine Seepferde.Aber der Ekel zischt, daß ich mich gezeigt. Ich krieche in mich zurück, Und der Nordwind schweigt.Ebbe ist... Kinder gehen, sammeln, suchen Und sehen Krabben, nasse Sterne, Erstaunlichstes Getier.Und was ich an den Strand warf, stirbt in der Luft Oder in des Menschen Hand. – Nur die Taschenkrebse graben sich Mit ihren Scheren in den Sand. Sechs Stunden warten sie bis zur nächsten Flut. – Die Taschenkrebse kennen mich gut.",108,Jahrhundertwende,Expressionismus
6,21154,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,"Die Rosen im Garten blühn zum zweiten Mal. Täglich schießen sie in dicken Bündeln In die Sonne. Aber die schwelgerische Zartheit ist dahin, Mit der ihr erstes Blühen sich im Hof des weiß und roten Sternenfeuers wiegte. Sie springen gieriger, wie aus aufgerissenen Adern strömend, Über das heftig aufgeschwellte Fleisch der Blätter. Ihr wildes Blühen ist wie Todesröcheln, Das der vergehende Sommer in das ungewisse Licht des Herbstes trägt.",78,Jahrhundertwende,Expressionismus
998,26374,Klabund_Nach der Schlacht an der englischen Front_1909,Klabund,Nach der Schlacht an der englischen Front,1909,"Die Totengräber haben schon Die Schaufeln angesetzt, da naht sich holpernd Ein Viererzug, und ihm entsteigen stolpernd Die Reisenden der Firma Cook ' And Son.Eifrig und ernst begibt man sich ans Sammeln Leerer Patronenhülsen oder -taschen. Indem die steifen Missis Kognakbohnen naschen, Hört man Verwundete nach Wasser stammeln.Ein toter Belgier... Man hätte beinah was verpaßt... Ein Fußballspieler schätzt den grünen Rasen. Ein leiser Knall... Trompetenblasen... Und ein ergrauter Lord erblaßt.",80,Jahrhundertwende,Expressionismus
559,44970,"Heym, Georg_UNTITLED_1899","Heym, Georg",UNTITLED,1899,"Mit den fahrenden Schiffen Sind wir vorübergeschweift, Die wir ewig herunter Durch glänzende Winter gestreift. Ferner kamen wir immer Und tanzten im insligen Meer, Weit ging die Flut uns vorbei, Und Himmel war schallend und leer.Sage die Stadt, Wo ich nicht saß im Tor, Ging dein Fuß da hindurch, Der die Locke ich schor? Unter dem sterbenden Abend Das suchende Licht Hielt ich, wer kam da hinab, Ach, ewig in fremdes Gesicht.Bei den Toten ich rief, Im abgeschiedenen Ort, Wo die Begrabenen wohnen; Du, ach, warest nicht dort. Und ich ging über Feld, Und die wehenden Bäume zu Haupt Standen im frierenden Himmel Und waren im Winter entlaubt.Raben und Krähen Habe ich ausgesandt, Und sie stoben im Grauen Über das ziehende Land. Aber sie fielen wie Steine Zur Nacht mit traurigem Laut Und hielten im eisernen Schnabel Die Kränze von Stroh und Kraut.Manchmal ist deine Stimme, Die im Winde verstreicht, Deine Hand, die im Traume Rühret die Schläfe mir leicht; Alles war schon vorzeiten. Und kehret wieder sich um. Gehet in Trauer gehüllet, Streuet Asche herum.",204,Jahrhundertwende,Expressionismus
637,39039,"Sack, Gustav_Die Klage_1900","Sack, Gustav",Die Klage,1900,"Durch diese unerträglich flachen Tage, die ihren endlos grauen Frühlingsregen wie einen Sarg um meine Seele legen, zog eines Traumes wundersame Frage ein feines Band; schlägst du dies Band, so prägen sie zitternd einen Klang von tiefer Klage. – Nun küß mich wieder! sprach der Traum, da trat ich in den Streifen, dessen fahler Glanz und strähniges Gewinde meinen Pfad schon lang verwirrt und nun im Taumeltanz der Abendnebel, deren weiße Saat von allen Wiesen kräuselnd stieg, mich ganz verzaubert weiter führte; und ich ging ihm nach und lief und stolperte und sprang ihm nach durch Tau und Ried, bis wie ein Ring und gläsern dünner Unkenglockenklang er schwebend über meinem Haupte hing und diese Klage zu mir nieder sang: »Als meine Liebe trunken überquoll, als ich besessen war und meine Brüste nichts andres schienen als zwei wollusttoll lechzende Kissen deiner wilden Lüste, und als mein Leib von deiner Liebe schwoll und ich schon wußte, daß ich sterben müßte, bat ich dich wohl: sag mir ein armes Mal, daß du mich liebst. – Du sagtest es mir nicht; ich starb und noch in meiner letzten Qual bat ich dich – doch du sagtest es mir nicht; ich war dir lieb, mehr als der Sonne Strahl dir lieb – doch warum sagtest du es nicht? Nun trägst du deine einsam kalten Tage durch eine Welt, die nichts von dir versteht, und die – – –« und wie ein Blitz, mit einem Schlage verschwand mir Bild und Traum; doch mich umfleht noch immerfort der Stimme süße Klage wie eines Toten heimliches Gebet, das lockend aus dem Nichts herüberweht.",298,Jahrhundertwende,Expressionismus
227,26294,Klabund_3._1909,Klabund,3.,1909,"Du hieltest mir als holde Amorette Die Himmelsleiter, die ich aufwärts stieg. Du wusstest meine Worte, als ich schwieg, Und schmiedetest mich an die Veilchenkette.Wie oft ging ich mit einer Frau zu Bette, Und es erscholl Schalmei und Mondmusik. Wie jauchzte die Geliebte: Liebster, flieg, Flieg, in den Krallen mich, zur Sonnenstätte,Du Adler! – Aber eine kleine Hand Hielt mich zurück, und ich vernahm ein Flüstern: Bleib bei den Weibern fest – auf festem Land!Sie haben Brüste! Atmen durch die Nüstern! Und sind dem Blute blutend zugewandt ... Dir aber brennt ein Licht aus Himmelslüstern.",116,Jahrhundertwende,Expressionismus
679,50278,"Ball, Hugo_Legende_1906","Ball, Hugo",Legende,1906,"Vor einem hellen Marienbild Spielte ein Bettler die Geige. Die Vögel sangen im Herbstgefild, Der Tag ging schon zur Neige.Er spielte der Reben süße Last, Die hingen ihm bis zur Stirne, Er spielte den reifen Apfelast Und der Berge schneeige Firne.Er spielte der blauen Seen Licht, Die leuchteten ihm aus den Augen. Er sang zu der Geige und immer noch nicht Wollte das Lied ihm taugen.Da sang er den Mond und die Sterne dazu Die konnte er alle verschenken Und weinte des Waldes einsame Ruh, Die tät seine Geige tränken.Er spielte und sang und merkte kaum Wie Maria sich leise bewegte Und ihm beim Spiel ihrer Hände Schaum Auf die wehenden Locken legte.Er drehte beim Spiele sich hin und her, Das tönende Holz unterm Kinne. Er wollte, daß seine süße Mär In alle vier Winde zerrinne.Da stieg die Madonna vom Sockel herab Und folgte ihm auf seine Wege. Die gingen bergauf und gingen bergab Durch Gestrüpp und Dornengehege.Er spielte noch, als schon der Hahn gekräht Und manche Saite zersprungen. Auf Dreien spielt er die Trinität Auf zweien die Engelszungen.Zuletzt war es nur noch das heimliche Lied Vom eingeborenen Sohne. Maria deckte den Mantel auf ihn Darin schläft er zum ewigen Lohne.",216,Jahrhundertwende,Expressionismus
666,70737,"Trakl, Georg_IN EIN ALTES STAMMBUCH_1913","Trakl, Georg",IN EIN ALTES STAMMBUCH,1913,"Immer wieder kehrst du, Melancholie, O Sanftmut der einsamen Seele. Zu Ende glüht ein goldener Tag.Immer wieder kehrst du, Melancholie, O Sanftmut der einsamen Seele. Zu Ende glüht ein goldener Tag.",38,Expressionismus,Expressionismus
405,10141,"Weissmann, Maria Luise_Ode an Sebastian_1914","Weissmann, Maria Luise",Ode an Sebastian,1914,"Oh, Du warst Baum! Darinnen Vögel schliefen. Winde sich hold vermählten. Leoparden bogen kühl. Ein Lamm, Gewölk, lag leicht an Dich gebettet, Auch warst Du weit, daß fernster Städte Dach Noch Deiner Zweige Schatten überwölbte. Oh, Du warst weit! Ich konnte Deinen Wurzeln, die Den Ball, verspielte Hände, eng umschlangen, nicht Entgehen; Knöchel sank und blutete betränt. Und Du warst groß! Es hing der Abendstern an Dir Und losch vergrämt, als Du mit Stürmen Dich besprachst, Du trugst die Sonne auf erhobnem Haupt, Nacht sank in Trauer, da Du es geneigt.",115,Expressionismus,Expressionismus
255,44652,"Däubler, Theodor_Die Sorge_1905","Däubler, Theodor",Die Sorge,1905,"Den Händen Demeters entgleiten Garben, Der Finger krümmt sich, der die Sichel hält: Besorgtheit wogt das Feld. Verzweiflung. Viel Geknicktheit wettert hin, wo Schwache starben.Im Land verschwanden nicht des Herbstes Farben; Wie Hadespurpur naht als sanftes Ziel, Zerbluten, doch entflammen auch – bei Spiel – Daktylen oft, wenn Blutgeschöpfe darben.Wo Demeter nun ruht, versinkt als Stufe Zum Reich Erbleichender, beseelt der Stein. Sie wandert oft. Troezen erschallt vom RufeIn Pein. Hermione glüht im Scharlachschein Vor der Weitwandernden, bis Styx erfährt, Woher die Seelenflut sich schlammig nährt.",104,Jahrhundertwende,Expressionismus
344,12828,"Lichtenstein, Alfred_Abschied_1902","Lichtenstein, Alfred",Abschied,1902,"Vorm Sterben mache ich noch mein Gedicht. Still, Kameraden, stört mich nicht.Wir ziehn zum Krieg. Der Tod ist unser Kitt. O, heulte mir doch die Geliebte nit.Was liegt an mir. Ich gehe gerne ein. Die Mutter weint. Man muß aus Eisen sein.Die Sonne fällt zum Horizont hinab. Bald wirft man mich ins milde Massengrab.Am Himmel brennt das brave Abendrot. Vielleicht bin ich in dreizehn Tagen tot.",78,Jahrhundertwende,Expressionismus
75,26256,Klabund_Der Gentleman_1909,Klabund,Der Gentleman,1909,"Nun ist Ihr Schritt aus diesem Haus entschwunden, Die Ledersessel stehen leer und stumm. Ich rufe nach den gelben Rosenstunden Und nach des Ragtimes zartem Unikum.Mir ist, als ob ich immer jenen Lord seh, Der einst vor meiner Eifersucht sich barg. Sie schweben schon im Dampfer auf der Nordsee, Und aus den Masten steigt der Hydepark.Ein Pastor predigt Sonntags früh den Frommen Und warnt sie vor des Whiskytrinkers Los. Whitechapel lächelt heiter und verkommen. Der Mond beträufelt Neger und Matros.Und während unsere Brüder sich zerfleischen: Das U-Boot zischt, auf London sinkt der Zepp – Zerfliessen wir in geigenden Geräuschen Und wippen leicht im Brasilianerstep.Mich warf die Leidenschaft an Ihre Küste. Wär ich Barbar! so wagte ich mich ganz! O neigen Sie die Aprikosenbrüste Im Angesicht des doch geliebten Manns.Ich blute vor den Fliegerpfeilen Ihrer Entbrannten Augen, braune Marjorie. Einst siege ich – vielleicht ... im Rennbootvierer Im Glanz der ewigen Kameraderie ...",167,Jahrhundertwende,Expressionismus
792,10203,"Weissmann, Maria Luise_Park im Vorfrühling_1914","Weissmann, Maria Luise",Park im Vorfrühling,1914,"O halte dich, aus dir nicht zu entgleiten Ins Grenzenlose! Folg der Hunde Spiel Nicht mit dem Blick, wies weiß in dunkeln Weiten Der Büsche schwindet. Lausch nicht auf ein Ziel Im unruhvollen Trab der schnellen Pferde, Von fern her klopfend. Achte, daß die Sohle Der Füße dir nicht, schwindelnde Geberde, Der Hügel Fall und Anstieg wiederhole, Schmeck nicht zu tief den bittern Knospenduft!.. Und doch zuletzt, ein Trunkener und schwer Brichst taumelnd du durch trügerische Luft Tief in des Himmels schwarz beschäumtes Meer.",98,Expressionismus,Expressionismus
175,26368,Klabund_Montreux_1909,Klabund,Montreux,1909,"Hier sieht die Landschaft man nicht vor Hotels. Es riecht nach Beefsteak und nach faulen Eiern. Schloß Chillon steht betrübt auf einem Fels Und ist berühmt durch Dichtungen von Byron.Der Tag beginnt mit einem fetten Lunch, Dann schiebt zum Liegestuhl man sacht den vollen Geliebten Bauch. Und Wesen, die sich Mensch (Mit Unrecht) nennen, hügelabwärts rollen.Wer unter hundert Franken Rente hat, (Pro Tag), der ist ein wüster Proletarier. Man frißt an Hummer sich und Kaviar satt, Und ist kein Kassenhaß von Jud' und Arier.In tausend Meter Höhe erst ist Luft, Dort findet man zwei ärmliche Narzissen. Sie wachsen einer Jungfrau aus der Gruft Und sind versehentlich nicht ausgerissen.",126,Jahrhundertwende,Expressionismus
741,21118,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,"Form und Riegel mußten erst zerspringen, Welt durch aufgeschlossne Röhren dringen: Form ist Wollust, Friede, himmlisches Genügen, Doch mich reißt es, Ackerschollen umzupflügen. Form will mich verschnüren und verengen, Doch ich will mein Sein in alle Weiten drängen – Form ist klare Härte ohn' Erbarmen, Doch mich treibt es zu den Dumpfen, zu den Armen, Und in grenzenlosem Michverschenken Will mich Leben mit Erfüllung tränken.",78,Jahrhundertwende,Expressionismus
